"key","type","severity","status","resolution","message","component","line","rule","cwe","effort","creationDate","updateDate","author","tags"
"bbe91c58-7c83-4511-87ad-2eba13a262fa","CODE_SMELL","MAJOR","OPEN",,"Redundant alt attribute. Screen-readers already announce `img` tags as an image. You donât need to use the words `image`, `photo,` or `picture` (or any specified custom words) in the alt prop.","techCamp-proyecto:src/components/molecules/WelcomeCard/WelcomeCard.tsx","14","typescript:S6851","","5min","2025-04-25T17:53:40+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","accessibility;react"
"31159301-aa5a-4e6c-8be0-fc31af3c828f","CODE_SMELL","MAJOR","OPEN",,"Add an explicit ""type"" attribute to this button.","techCamp-proyecto:src/components/molecules/SectionCard/SectionCard.tsx","31","typescript:S9011","","2min","2025-04-25T14:40:08+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","vue;react"
"17543088-94dd-4c3f-8553-55aeae591d74","CODE_SMELL","MINOR","OPEN",,"useState call is not destructured into value + setter pair","techCamp-proyecto:src/components/organisms/RecipesPage/RecipesPage.tsx","12","typescript:S6754","","5min","2025-04-24T20:45:42+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","editable-source;react"
"e7fd7781-cf0b-43a7-b825-c9f8ebd35c22","CODE_SMELL","MINOR","OPEN",,"Unnecessary use of conditional expression for default assignment.","techCamp-proyecto:src/components/atoms/Button/Button.tsx","26","typescript:S6644","","5min","2025-04-24T15:08:31+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","editable-source"
"de1080c9-4005-4013-ae5e-7e209aa43fdd","CODE_SMELL","MINOR","OPEN",,"'onEdit' PropType is defined but prop is never used","techCamp-proyecto:src/components/molecules/ProductCard/ProductCard.tsx","10","typescript:S6767","","5min","2025-04-24T02:46:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","editable-source;type-dependent;react"
"04aaea30-4ba9-4797-829e-e6421d13ceab","CODE_SMELL","MINOR","OPEN",,"useState call is not destructured into value + setter pair","techCamp-proyecto:src/components/organisms/InventoryPage/InventoryPage.tsx","19","typescript:S6754","","5min","2025-04-24T02:46:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","editable-source;react"
"13a45047-ac71-41d9-95c8-27149681f237","CODE_SMELL","MAJOR","OPEN",,"Text does not meet the minimal contrast requirement with its background.","techCamp-proyecto:src/components/molecules/EmptyInventoryModal/EmptyInventoryModal.module.css","40","css:S7924","","5min","2025-04-24T00:28:46+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","css;accessibility;wcag;contrast"
"f20b02a1-805d-45bf-9177-cda001ffff87","CODE_SMELL","MINOR","OPEN",,"Mark the props of the component as read-only.","techCamp-proyecto:src/components/molecules/EmptyInventoryModal/EmptyInventoryModal.tsx","4","typescript:S6759","","5min","2025-04-24T00:28:46+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","type-dependent;react"
"0582c989-96f5-43ec-b11b-694c8c7958d9","BUG","CRITICAL","OPEN",,"Overridden property ""padding-right"" by shorthand ""padding""","techCamp-proyecto:src/components/atoms/Input/Input.module.css","51","css:S4657","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com",""
"5f3a99c7-577e-4dd0-a6f5-ef052642b1d6","BUG","CRITICAL","OPEN",,"Overridden property ""padding-bottom"" by shorthand ""padding""","techCamp-proyecto:src/components/atoms/Input/Input.module.css","51","css:S4657","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com",""
"81b192f7-1606-4609-b3e7-a83304364f23","BUG","CRITICAL","OPEN",,"Overridden property ""padding-right"" by shorthand ""padding""","techCamp-proyecto:src/components/atoms/Input/Input.module.css","90","css:S4657","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com",""
"43f4cd39-c3da-4f2b-97b2-f3cadf940aee","CODE_SMELL","MINOR","OPEN",,"'id' PropType is defined but prop is never used","techCamp-proyecto:src/components/atoms/Input/Input.tsx","6","typescript:S6767","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","editable-source;type-dependent;react"
"89076111-0d90-4076-be32-0d282121d9c3","CODE_SMELL","MAJOR","OPEN",,"Extract this nested ternary operation into an independent statement.","techCamp-proyecto:src/components/atoms/Input/Input.tsx","54","typescript:S3358","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","editable-source;confusing"
"4f0d8be0-330f-4b2d-8014-404eccbcc753","BUG","MINOR","OPEN",,"Visible, non-interactive elements with click handlers must have at least one keyboard listener.","techCamp-proyecto:src/components/organisms/FormModal/FormModal.tsx","23","typescript:S1082","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","accessibility;react"
"d4d550c0-71ae-44f9-aeb5-81a3bc562a1d","CODE_SMELL","MAJOR","OPEN",,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.","techCamp-proyecto:src/components/organisms/FormModal/FormModal.tsx","23","typescript:S6848","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","accessibility;react"
"3520480c-8028-4ff9-812a-80065fd10a2b","BUG","MINOR","OPEN",,"Visible, non-interactive elements with click handlers must have at least one keyboard listener.","techCamp-proyecto:src/components/organisms/FormModal/FormModal.tsx","24","typescript:S1082","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","accessibility;react"
"8178087c-697b-44d7-a059-29f0fe228fe6","CODE_SMELL","MAJOR","OPEN",,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.","techCamp-proyecto:src/components/organisms/FormModal/FormModal.tsx","24","typescript:S6848","","5min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","accessibility;react"
"f996919b-c6a3-4a24-b67d-c827b7773729","CODE_SMELL","MINOR","OPEN",,"'react-router-dom' imported multiple times.","techCamp-proyecto:src/components/organisms/LoginForm/LoginForm.tsx","4","typescript:S3863","","1min","2025-04-23T06:59:17+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","es2015;editable-source"
"689b0fab-d35d-41f0-a136-9e62b6fc95de","CODE_SMELL","MINOR","OPEN",,"Mark the props of the component as read-only.","techCamp-proyecto:src/components/atoms/CategoryCard/CategoryCard.tsx","25","typescript:S6759","","5min","2025-04-18T22:48:57+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","type-dependent;react"
"beb5b154-5552-4d49-a2ca-4a5dba40b84a","CODE_SMELL","MAJOR","OPEN",,"Do not use Array index in keys","techCamp-proyecto:src/components/organisms/CategorySection/CategorySection.tsx","26","typescript:S6479","","5min","2025-04-18T22:48:57+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","performance;react;jsx"
"9b7ea90c-0185-4068-b0bf-1a10b6e4c515","BUG","MAJOR","OPEN",,"Duplicate property ""justify-content""","techCamp-proyecto:src/components/organisms/Header/Header.module.css","76","css:S4656","","1min","2025-04-17T01:02:45+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com",""
"e7ba7882-012c-4ad8-9079-b59187362c3d","CODE_SMELL","MAJOR","OPEN",,"Remove this commented out code.","techCamp-proyecto:src/components/organisms/SidebarNav/SidebarNav.module.css","48","css:S125","","5min","2025-04-15T21:42:16+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","unused"
"3ba54c1b-9924-442f-bfe2-1a131d79e5fa","CODE_SMELL","MINOR","OPEN",,"'react-router-dom' imported multiple times.","techCamp-proyecto:src/components/organisms/LoginForm/LoginForm.tsx","2","typescript:S3863","","1min","2025-04-14T23:20:44+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","es2015;editable-source"
"8943c346-5837-4f78-905e-91a573d6fa46","CODE_SMELL","MAJOR","OPEN",,"Empty source","techCamp-proyecto:src/components/layout/AuthLayout/AuthLayout.module.css","1","css:S4667","","1min","2025-04-10T14:12:40+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com",""
"243101db-76c8-499a-b0ae-9a63d9d09e49","CODE_SMELL","MINOR","OPEN",,"Remove this unused import of 'Bell'.","techCamp-proyecto:src/components/organisms/SidebarNav/SidebarNav.tsx","1","typescript:S1128","","1min","2025-04-10T14:12:40+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","es2015;type-dependent;unused"
"775a84bd-1746-40b4-88c9-8b799b2fb11d","CODE_SMELL","MINOR","OPEN",,"Remove this unused import of 'Settings'.","techCamp-proyecto:src/components/organisms/SidebarNav/SidebarNav.tsx","1","typescript:S1128","","1min","2025-04-10T14:12:40+0000","2026-08-31T00:35:15+0000","andrader.johanna@gmail.com","es2015;type-dependent;unused"
